GEOID	NAME	variable	estimate	moe
36005017901	Census Tract 179.01, Bronx County, New York	B01003_001	5006	548
36005017902	Census Tract 179.02, Bronx County, New York	B01003_001	3701	388
36005018101	Census Tract 181.01, Bronx County, New York	B01003_001	3107	386
36005018102	Census Tract 181.02, Bronx County, New York	B01003_001	5791	481
36005018301	Census Tract 183.01, Bronx County, New York	B01003_001	4022	374
36005018302	Census Tract 183.02, Bronx County, New York	B01003_001	3814	397
36005018400	Census Tract 184, Bronx County, New York	B01003_001	4018	371
36005018500	Census Tract 185, Bronx County, New York	B01003_001	8625	838
36005018900	Census Tract 189, Bronx County, New York	B01003_001	8259	722
36005019300	Census Tract 193, Bronx County, New York	B01003_001	5942	529
36005019400	Census Tract 194, Bronx County, New York	B01003_001	2334	228
36005019500	Census Tract 195, Bronx County, New York	B01003_001	7418	689
36005019700	Census Tract 197, Bronx County, New York	B01003_001	7165	733
36005019900	Census Tract 199, Bronx County, New York	B01003_001	8462	739
36005020000	Census Tract 200, Bronx County, New York	B01003_001	4548	440
36005020100	Census Tract 201, Bronx County, New York	B01003_001	4254	363
36005020200	Census Tract 202, Bronx County, New York	B01003_001	2252	212
36005020400	Census Tract 204, Bronx County, New York	B01003_001	3091	373
36005020501	Census Tract 205.01, Bronx County, New York	B01003_001	7041	523
36005020502	Census Tract 205.02, Bronx County, New York	B01003_001	2163	215
36005020601	Census Tract 206.01, Bronx County, New York	B01003_001	2336	465
36005020900	Census Tract 209, Bronx County, New York	B01003_001	4499	508
36005021001	Census Tract 210.01, Bronx County, New York	B01003_001	8825	571
36005021002	Census Tract 210.02, Bronx County, New York	B01003_001	7710	604
36005021100	Census Tract 211, Bronx County, New York	B01003_001	5138	385
36005021200	Census Tract 212, Bronx County, New York	B01003_001	4960	499
36005021301	Census Tract 213.01, Bronx County, New York	B01003_001	1361	143
36005021302	Census Tract 213.02, Bronx County, New York	B01003_001	6040	869
36005021501	Census Tract 215.01, Bronx County, New York	B01003_001	4716	344
36005021502	Census Tract 215.02, Bronx County, New York	B01003_001	6349	421
36005021601	Census Tract 216.01, Bronx County, New York	B01003_001	4356	396
36005021602	Census Tract 216.02, Bronx County, New York	B01003_001	5635	621
36005021700	Census Tract 217, Bronx County, New York	B01003_001	5147	535
36005021800	Census Tract 218, Bronx County, New York	B01003_001	7017	834
36005021900	Census Tract 219, Bronx County, New York	B01003_001	1045	187
36005022000	Census Tract 220, Bronx County, New York	B01003_001	2243	361
36005022101	Census Tract 221.01, Bronx County, New York	B01003_001	3896	322
36005022102	Census Tract 221.02, Bronx County, New York	B01003_001	5528	593
36005022200	Census Tract 222, Bronx County, New York	B01003_001	3242	432
36005022300	Census Tract 223, Bronx County, New York	B01003_001	5078	421
36005022401	Census Tract 224.01, Bronx County, New York	B01003_001	2637	314
36005022403	Census Tract 224.03, Bronx County, New York	B01003_001	3374	275
36005022404	Census Tract 224.04, Bronx County, New York	B01003_001	4209	359
36005022500	Census Tract 225, Bronx County, New York	B01003_001	8271	702
36005022701	Census Tract 227.01, Bronx County, New York	B01003_001	5194	467
36005022702	Census Tract 227.02, Bronx County, New York	B01003_001	1617	149
36005022703	Census Tract 227.03, Bronx County, New York	B01003_001	1736	198
36005022800	Census Tract 228, Bronx County, New York	B01003_001	6096	668
36005022901	Census Tract 229.01, Bronx County, New York	B01003_001	5866	460
36005022902	Census Tract 229.02, Bronx County, New York	B01003_001	3578	471
36005023000	Census Tract 230, Bronx County, New York	B01003_001	2832	362
36005023100	Census Tract 231, Bronx County, New York	B01003_001	1602	198
36005023200	Census Tract 232, Bronx County, New York	B01003_001	2711	274
36005023301	Census Tract 233.01, Bronx County, New York	B01003_001	3804	409
36005023302	Census Tract 233.02, Bronx County, New York	B01003_001	3627	375
36005023501	Census Tract 235.01, Bronx County, New York	B01003_001	3182	360
36005023502	Census Tract 235.02, Bronx County, New York	B01003_001	4180	455
36005023600	Census Tract 236, Bronx County, New York	B01003_001	1904	253
36005023702	Census Tract 237.02, Bronx County, New York	B01003_001	1143	185
36005023703	Census Tract 237.03, Bronx County, New York	B01003_001	5527	530
36005023704	Census Tract 237.04, Bronx County, New York	B01003_001	3944	384
36005023800	Census Tract 238, Bronx County, New York	B01003_001	2288	310
36005023900	Census Tract 239, Bronx County, New York	B01003_001	7684	660
36005024000	Census Tract 240, Bronx County, New York	B01003_001	4234	553
36005024100	Census Tract 241, Bronx County, New York	B01003_001	6635	576
36005024300	Census Tract 243, Bronx County, New York	B01003_001	5630	450
36005024400	Census Tract 244, Bronx County, New York	B01003_001	2277	224
36005024501	Census Tract 245.01, Bronx County, New York	B01003_001	5009	511
36005024502	Census Tract 245.02, Bronx County, New York	B01003_001	3752	391
36005024600	Census Tract 246, Bronx County, New York	B01003_001	2082	278
36005024700	Census Tract 247, Bronx County, New York	B01003_001	2037	212
36005024800	Census Tract 248, Bronx County, New York	B01003_001	3053	318
36005024900	Census Tract 249, Bronx County, New York	B01003_001	0	12
36005025000	Census Tract 250, Bronx County, New York	B01003_001	2582	290
36005025100	Census Tract 251, Bronx County, New York	B01003_001	6636	752
36005025200	Census Tract 252, Bronx County, New York	B01003_001	2711	237
36005025300	Census Tract 253, Bronx County, New York	B01003_001	6314	505
36005025400	Census Tract 254, Bronx County, New York	B01003_001	2097	196
36005025500	Census Tract 255, Bronx County, New York	B01003_001	6905	784
36005025600	Census Tract 256, Bronx County, New York	B01003_001	1688	268
36005025700	Census Tract 257, Bronx County, New York	B01003_001	1969	338
36005026100	Census Tract 261, Bronx County, New York	B01003_001	1950	171
36005026300	Census Tract 263, Bronx County, New York	B01003_001	6015	776
36005026400	Census Tract 264, Bronx County, New York	B01003_001	5398	698
36005026500	Census Tract 265, Bronx County, New York	B01003_001	7615	916
36005026601	Census Tract 266.01, Bronx County, New York	B01003_001	3352	367
36005026602	Census Tract 266.02, Bronx County, New York	B01003_001	5207	541
36005026701	Census Tract 267.01, Bronx County, New York	B01003_001	4237	433
36005026702	Census Tract 267.02, Bronx County, New York	B01003_001	7221	753
36005026900	Census Tract 269, Bronx County, New York	B01003_001	3364	316
36005027300	Census Tract 273, Bronx County, New York	B01003_001	7895	795
36005027401	Census Tract 274.01, Bronx County, New York	B01003_001	4829	522
36005027402	Census Tract 274.02, Bronx County, New York	B01003_001	3450	307
36005027600	Census Tract 276, Bronx County, New York	B01003_001	4	7
36005027700	Census Tract 277, Bronx County, New York	B01003_001	4883	531
36005027900	Census Tract 279, Bronx County, New York	B01003_001	7035	779
36005028100	Census Tract 281, Bronx County, New York	B01003_001	4236	436
36005028300	Census Tract 283, Bronx County, New York	B01003_001	2618	294
36005028400	Census Tract 284, Bronx County, New York	B01003_001	598	379
36005028500	Census Tract 285, Bronx County, New York	B01003_001	3527	281
36005028600	Census Tract 286, Bronx County, New York	B01003_001	1116	163
36005028700	Census Tract 287, Bronx County, New York	B01003_001	3000	328
36005028800	Census Tract 288, Bronx County, New York	B01003_001	3288	385
36005028900	Census Tract 289, Bronx County, New York	B01003_001	4773	461
36005029301	Census Tract 293.01, Bronx County, New York	B01003_001	1842	160
36005029302	Census Tract 293.02, Bronx County, New York	B01003_001	5767	442
36005029500	Census Tract 295, Bronx County, New York	B01003_001	4649	448
36005029600	Census Tract 296, Bronx County, New York	B01003_001	1592	177
36005029700	Census Tract 297, Bronx County, New York	B01003_001	3727	271
36005030000	Census Tract 300, Bronx County, New York	B01003_001	6003	666
36005030100	Census Tract 301, Bronx County, New York	B01003_001	1392	198
36005030200	Census Tract 302, Bronx County, New York	B01003_001	9213	1064
36005030701	Census Tract 307.01, Bronx County, New York	B01003_001	5617	430
36005030900	Census Tract 309, Bronx County, New York	B01003_001	3703	416
36005031000	Census Tract 310, Bronx County, New York	B01003_001	4776	492
36005031200	Census Tract 312, Bronx County, New York	B01003_001	1598	214
36005031400	Census Tract 314, Bronx County, New York	B01003_001	2209	223
36005031600	Census Tract 316, Bronx County, New York	B01003_001	1910	215
36005031800	Census Tract 318, Bronx County, New York	B01003_001	1987	290
36005031900	Census Tract 319, Bronx County, New York	B01003_001	636	196
36005032300	Census Tract 323, Bronx County, New York	B01003_001	4400	378
36005032400	Census Tract 324, Bronx County, New York	B01003_001	3696	420
36005032600	Census Tract 326, Bronx County, New York	B01003_001	3859	498
36005032800	Census Tract 328, Bronx County, New York	B01003_001	3982	362
36005033000	Census Tract 330, Bronx County, New York	B01003_001	5885	693
36005033201	Census Tract 332.01, Bronx County, New York	B01003_001	5305	754
36005033202	Census Tract 332.02, Bronx County, New York	B01003_001	4218	493
36005033400	Census Tract 334, Bronx County, New York	B01003_001	72	33
36005033500	Census Tract 335, Bronx County, New York	B01003_001	2011	251
36005033600	Census Tract 336, Bronx County, New York	B01003_001	6697	725
36005033700	Census Tract 337, Bronx County, New York	B01003_001	2381	224
36005033800	Census Tract 338, Bronx County, New York	B01003_001	4176	472
36005034000	Census Tract 340, Bronx County, New York	B01003_001	5464	683
36005034200	Census Tract 342, Bronx County, New York	B01003_001	1982	263
36005034300	Census Tract 343, Bronx County, New York	B01003_001	1680	172
36005034400	Census Tract 344, Bronx County, New York	B01003_001	2127	334
36005034500	Census Tract 345, Bronx County, New York	B01003_001	3357	388
36005034800	Census Tract 348, Bronx County, New York	B01003_001	6318	815
36005035000	Census Tract 350, Bronx County, New York	B01003_001	2078	288
36005035100	Census Tract 351, Bronx County, New York	B01003_001	3766	348
36005035600	Census Tract 356, Bronx County, New York	B01003_001	2143	296
36005035800	Census Tract 358, Bronx County, New York	B01003_001	8054	787
36005035900	Census Tract 359, Bronx County, New York	B01003_001	1975	206
36005036000	Census Tract 360, Bronx County, New York	B01003_001	3149	326
36005036100	Census Tract 361, Bronx County, New York	B01003_001	5547	425
36005036300	Census Tract 363, Bronx County, New York	B01003_001	7735	850
36005036400	Census Tract 364, Bronx County, New York	B01003_001	2688	308
36005036501	Census Tract 365.01, Bronx County, New York	B01003_001	3705	348
36005036502	Census Tract 365.02, Bronx County, New York	B01003_001	2328	351
36005036700	Census Tract 367, Bronx County, New York	B01003_001	2440	313
36005036800	Census Tract 368, Bronx County, New York	B01003_001	1988	321
36005036901	Census Tract 369.01, Bronx County, New York	B01003_001	2289	251
36005036902	Census Tract 369.02, Bronx County, New York	B01003_001	2156	225
36005037000	Census Tract 370, Bronx County, New York	B01003_001	2528	262
36005037100	Census Tract 371, Bronx County, New York	B01003_001	4322	478
36005037200	Census Tract 372, Bronx County, New York	B01003_001	2279	333
36005037300	Census Tract 373, Bronx County, New York	B01003_001	5908	671
36005037400	Census Tract 374, Bronx County, New York	B01003_001	3838	636
36005037504	Census Tract 375.04, Bronx County, New York	B01003_001	3409	329
36005037600	Census Tract 376, Bronx County, New York	B01003_001	2319	246
36005037800	Census Tract 378, Bronx County, New York	B01003_001	3033	372
36005037900	Census Tract 379, Bronx County, New York	B01003_001	5268	496
36005038000	Census Tract 380, Bronx County, New York	B01003_001	5378	773
36005038100	Census Tract 381, Bronx County, New York	B01003_001	6909	794
36005038200	Census Tract 382, Bronx County, New York	B01003_001	2943	306
36005038301	Census Tract 383.01, Bronx County, New York	B01003_001	4882	452
36005038302	Census Tract 383.02, Bronx County, New York	B01003_001	6127	482
36005038500	Census Tract 385, Bronx County, New York	B01003_001	4757	531
36005038600	Census Tract 386, Bronx County, New York	B01003_001	8737	901
36005038700	Census Tract 387, Bronx County, New York	B01003_001	3622	421
36005038800	Census Tract 388, Bronx County, New York	B01003_001	2780	374
36005038900	Census Tract 389, Bronx County, New York	B01003_001	5453	649
36005039000	Census Tract 390, Bronx County, New York	B01003_001	2766	413
36005039100	Census Tract 391, Bronx County, New York	B01003_001	7438	899
36005039200	Census Tract 392, Bronx County, New York	B01003_001	1655	225
36005039300	Census Tract 393, Bronx County, New York	B01003_001	8721	639
36005039400	Census Tract 394, Bronx County, New York	B01003_001	5308	506
36005039500	Census Tract 395, Bronx County, New York	B01003_001	4228	466
36005039600	Census Tract 396, Bronx County, New York	B01003_001	4741	549
36005039700	Census Tract 397, Bronx County, New York	B01003_001	3881	341
36005039800	Census Tract 398, Bronx County, New York	B01003_001	3587	441
36005039901	Census Tract 399.01, Bronx County, New York	B01003_001	5615	512
36005039902	Census Tract 399.02, Bronx County, New York	B01003_001	5346	378
36005040100	Census Tract 401, Bronx County, New York	B01003_001	4610	475
36005040302	Census Tract 403.02, Bronx County, New York	B01003_001	4300	341
36005040303	Census Tract 403.03, Bronx County, New York	B01003_001	5102	464
36005040304	Census Tract 403.04, Bronx County, New York	B01003_001	3903	504
36005040400	Census Tract 404, Bronx County, New York	B01003_001	3370	469
36005040501	Census Tract 405.01, Bronx County, New York	B01003_001	4435	509
36005040502	Census Tract 405.02, Bronx County, New York	B01003_001	7260	710
36005040600	Census Tract 406, Bronx County, New York	B01003_001	3845	510
36005040701	Census Tract 407.01, Bronx County, New York	B01003_001	3259	416
36005040702	Census Tract 407.02, Bronx County, New York	B01003_001	6891	660
36005040800	Census Tract 408, Bronx County, New York	B01003_001	4595	491
36005040900	Census Tract 409, Bronx County, New York	B01003_001	3164	241
36005041100	Census Tract 411, Bronx County, New York	B01003_001	3766	342
36005041300	Census Tract 413, Bronx County, New York	B01003_001	8261	860
36005041400	Census Tract 414, Bronx County, New York	B01003_001	5163	463
36005041500	Census Tract 415, Bronx County, New York	B01003_001	6058	518
36005041800	Census Tract 418, Bronx County, New York	B01003_001	3957	526
36005041900	Census Tract 419, Bronx County, New York	B01003_001	6822	861
36005042000	Census Tract 420, Bronx County, New York	B01003_001	3799	590
36005042100	Census Tract 421, Bronx County, New York	B01003_001	5763	478
36005042200	Census Tract 422, Bronx County, New York	B01003_001	3292	505
36005042300	Census Tract 423, Bronx County, New York	B01003_001	4500	554
36005042400	Census Tract 424, Bronx County, New York	B01003_001	2562	257
36005042500	Census Tract 425, Bronx County, New York	B01003_001	6264	804
36005042600	Census Tract 426, Bronx County, New York	B01003_001	6477	713
36005042800	Census Tract 428, Bronx County, New York	B01003_001	2114	213
36005042901	Census Tract 429.01, Bronx County, New York	B01003_001	4046	375
36005042902	Census Tract 429.02, Bronx County, New York	B01003_001	4205	387
36005043000	Census Tract 430, Bronx County, New York	B01003_001	3551	491
36005043100	Census Tract 431, Bronx County, New York	B01003_001	10627	798
36005043400	Census Tract 434, Bronx County, New York	B01003_001	3884	417
36005043500	Census Tract 435, Bronx County, New York	B01003_001	361	151
36005043600	Census Tract 436, Bronx County, New York	B01003_001	2042	312
36005044200	Census Tract 442, Bronx County, New York	B01003_001	3760	412
36005044400	Census Tract 444, Bronx County, New York	B01003_001	4177	357
36005044800	Census Tract 448, Bronx County, New York	B01003_001	1917	270
36005044901	Census Tract 449.01, Bronx County, New York	B01003_001	1631	144
36005044902	Census Tract 449.02, Bronx County, New York	B01003_001	1876	226
36005045101	Census Tract 451.01, Bronx County, New York	B01003_001	1544	167
36005045102	Census Tract 451.02, Bronx County, New York	B01003_001	1765	199
36005045600	Census Tract 456, Bronx County, New York	B01003_001	3344	405
36005045800	Census Tract 458, Bronx County, New York	B01003_001	5605	487
36005046000	Census Tract 460, Bronx County, New York	B01003_001	3190	504
36005046201	Census Tract 462.01, Bronx County, New York	B01003_001	28272	1874
36005046202	Census Tract 462.02, Bronx County, New York	B01003_001	9915	948
36005048400	Census Tract 484, Bronx County, New York	B01003_001	4126	472
36005050400	Census Tract 504, Bronx County, New York	B01003_001	222	140
36005051600	Census Tract 516, Bronx County, New York	B01003_001	4036	594
36047000100	Census Tract 1, Kings County, New York	B01003_001	4473	474
36047000200	Census Tract 2, Kings County, New York	B01003_001	1243	285
36047000301	Census Tract 3.01, Kings County, New York	B01003_001	4209	474
36047000501	Census Tract 5.01, Kings County, New York	B01003_001	4419	319
36047000502	Census Tract 5.02, Kings County, New York	B01003_001	2570	189
36047000700	Census Tract 7, Kings County, New York	B01003_001	4010	365
36047000900	Census Tract 9, Kings County, New York	B01003_001	4487	369
36047001100	Census Tract 11, Kings County, New York	B01003_001	1359	102
36047001300	Census Tract 13, Kings County, New York	B01003_001	2217	248
36047001500	Census Tract 15, Kings County, New York	B01003_001	8088	557
36047001800	Census Tract 18, Kings County, New York	B01003_001	1959	1194
36047002000	Census Tract 20, Kings County, New York	B01003_001	1396	269
36047002100	Census Tract 21, Kings County, New York	B01003_001	5143	348
36047002200	Census Tract 22, Kings County, New York	B01003_001	4812	520
36047002300	Census Tract 23, Kings County, New York	B01003_001	4352	571
36047002901	Census Tract 29.01, Kings County, New York	B01003_001	4533	514
36047003000	Census Tract 30, Kings County, New York	B01003_001	1635	220
36047003100	Census Tract 31, Kings County, New York	B01003_001	3033	345
36047003300	Census Tract 33, Kings County, New York	B01003_001	3705	366
36047003400	Census Tract 34, Kings County, New York	B01003_001	3056	292
36047003500	Census Tract 35, Kings County, New York	B01003_001	1892	174
36047003600	Census Tract 36, Kings County, New York	B01003_001	3775	319
36047003700	Census Tract 37, Kings County, New York	B01003_001	1681	163
36047003800	Census Tract 38, Kings County, New York	B01003_001	1436	168
36047003900	Census Tract 39, Kings County, New York	B01003_001	2364	203
36047004100	Census Tract 41, Kings County, New York	B01003_001	3642	470
36047004300	Census Tract 43, Kings County, New York	B01003_001	3496	268
36047004400	Census Tract 44, Kings County, New York	B01003_001	2511	173
36047004500	Census Tract 45, Kings County, New York	B01003_001	3546	245
36047004600	Census Tract 46, Kings County, New York	B01003_001	1306	146
36047004700	Census Tract 47, Kings County, New York	B01003_001	1903	206
36047004900	Census Tract 49, Kings County, New York	B01003_001	2718	292
36047005000	Census Tract 50, Kings County, New York	B01003_001	2320	266
36047005100	Census Tract 51, Kings County, New York	B01003_001	2791	331
36047005201	Census Tract 52.01, Kings County, New York	B01003_001	1666	157
36047005202	Census Tract 52.02, Kings County, New York	B01003_001	2299	211
36047005300	Census Tract 53, Kings County, New York	B01003_001	2245	209
36047005400	Census Tract 54, Kings County, New York	B01003_001	3177	299
36047005601	Census Tract 56.01, Kings County, New York	B01003_001	2462	244
36047005602	Census Tract 56.02, Kings County, New York	B01003_001	1606	154
36047005800	Census Tract 58, Kings County, New York	B01003_001	3092	323
36047005900	Census Tract 59, Kings County, New York	B01003_001	1253	172
36047006000	Census Tract 60, Kings County, New York	B01003_001	3054	350
36047006200	Census Tract 62, Kings County, New York	B01003_001	2700	386
36047006300	Census Tract 63, Kings County, New York	B01003_001	1922	188
36047006400	Census Tract 64, Kings County, New York	B01003_001	3062	322
36047006500	Census Tract 65, Kings County, New York	B01003_001	5842	458
36047006600	Census Tract 66, Kings County, New York	B01003_001	3645	424
36047006700	Census Tract 67, Kings County, New York	B01003_001	3894	324
36047006800	Census Tract 68, Kings County, New York	B01003_001	4932	627
36047006900	Census Tract 69, Kings County, New York	B01003_001	3575	278
36047007000	Census Tract 70, Kings County, New York	B01003_001	2629	277
36047007100	Census Tract 71, Kings County, New York	B01003_001	4890	456
36047007200	Census Tract 72, Kings County, New York	B01003_001	1890	212
36047007400	Census Tract 74, Kings County, New York	B01003_001	5280	612
36047007500	Census Tract 75, Kings County, New York	B01003_001	4925	481
36047007600	Census Tract 76, Kings County, New York	B01003_001	5146	682
36047007700	Census Tract 77, Kings County, New York	B01003_001	5172	644
36047007800	Census Tract 78, Kings County, New York	B01003_001	5240	681
36047008000	Census Tract 80, Kings County, New York	B01003_001	3746	588
36047008200	Census Tract 82, Kings County, New York	B01003_001	3942	285
36047008400	Census Tract 84, Kings County, New York	B01003_001	3879	504
36047008500	Census Tract 85, Kings County, New York	B01003_001	7555	603
36047008600	Census Tract 86, Kings County, New York	B01003_001	0	12
36047008800	Census Tract 88, Kings County, New York	B01003_001	2636	328
36047009000	Census Tract 90, Kings County, New York	B01003_001	2872	307
36047009200	Census Tract 92, Kings County, New York	B01003_001	5668	472
36047009400	Census Tract 94, Kings County, New York	B01003_001	5253	500
36047009600	Census Tract 96, Kings County, New York	B01003_001	6218	650
36047009800	Census Tract 98, Kings County, New York	B01003_001	7012	732
36047010000	Census Tract 100, Kings County, New York	B01003_001	6178	602
36047010100	Census Tract 101, Kings County, New York	B01003_001	4057	321
36047010200	Census Tract 102, Kings County, New York	B01003_001	5142	638
36047010400	Census Tract 104, Kings County, New York	B01003_001	5362	532
36047010600	Census Tract 106, Kings County, New York	B01003_001	4426	579
36047010800	Census Tract 108, Kings County, New York	B01003_001	3795	511
36047011000	Census Tract 110, Kings County, New York	B01003_001	2445	375
36047011200	Census Tract 112, Kings County, New York	B01003_001	6267	530
36047011400	Census Tract 114, Kings County, New York	B01003_001	4177	629
36047011600	Census Tract 116, Kings County, New York	B01003_001	3414	568
36047011700	Census Tract 117, Kings County, New York	B01003_001	2608	275
